com.samsung.shealth.step_daily_trend,6060029,6
create_time,distance,count,source_type,day_time,speed,deviceuuid,pkg_name,update_time,binning_data,datauuid,calorie,source_pkg_name
2019-02-14 02:31:35.773,8001.85,9923,0,1514678400000,3.5277777,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.773,527276d4-411a-492e-9e54-0a668da048c3.binning_data.json,527276d4-411a-492e-9e54-0a668da048c3,451.27,com.sec.android.app.shealth
2019-02-14 02:31:35.773,4816.85,6098,0,1514764800000,3.0110002,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.773,8f26602b-75db-4823-bd39-b5e140fa7fd1.binning_data.json,8f26602b-75db-4823-bd39-b5e140fa7fd1,274.46997,com.sec.android.app.shealth
2019-02-14 02:31:35.774,8582.65,11353,0,1514851200000,3.8333333,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,70537dd2-11b1-42ad-af5e-37acebf2f491.binning_data.json,70537dd2-11b1-42ad-af5e-37acebf2f491,481.23996,com.sec.android.app.shealth
2019-02-14 02:31:35.774,7293.0,9636,0,1514937600000,3.9722216,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,92d8218b-0528-4090-9d3e-ea4842ef71fa.binning_data.json,92d8218b-0528-4090-9d3e-ea4842ef71fa,409.34998,com.sec.android.app.shealth
2019-02-14 02:31:35.774,2461.71,3211,0,1515024000000,3.6944444,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,8b833380-99e1-4d51-abe1-5640128baeb4.binning_data.json,8b833380-99e1-4d51-abe1-5640128baeb4,140.01,com.sec.android.app.shealth
2019-02-14 02:31:35.774,7125.17,9174,0,1515110400000,3.4722223,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,65b8e512-b031-4e94-99e7-aff5a5a1cb28.binning_data.json,65b8e512-b031-4e94-99e7-aff5a5a1cb28,407.78998,com.sec.android.app.shealth
2019-02-14 02:31:35.774,1736.58,2218,0,1515196800000,3.1111116,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,a053fd4a-7168-4ea3-bf15-d695f85f351a.binning_data.json,a053fd4a-7168-4ea3-bf15-d695f85f351a,103.14,com.sec.android.app.shealth
2019-02-14 02:31:35.774,4425.36,5711,0,1515283200000,4.507038,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,49e1739c-b749-42f3-b725-554326ea1e9e.binning_data.json,49e1739c-b749-42f3-b725-554326ea1e9e,249.46999,com.sec.android.app.shealth
2019-02-14 02:31:35.774,8215.79,10650,0,1515369600000,3.728878,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.774,2a832380-0056-410c-a2fb-39a3d676a2b0.binning_data.json,2a832380-0056-410c-a2fb-39a3d676a2b0,450.64996,com.sec.android.app.shealth
2019-02-14 02:31:35.775,7094.66,9282,0,1515456000000,2.8333333,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,553baa85-0234-4db9-ae01-c444cf01be00.binning_data.json,553baa85-0234-4db9-ae01-c444cf01be00,389.28,com.sec.android.app.shealth
2019-02-14 02:31:35.775,9239.61,12117,0,1515542400000,6.7198944,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,9459d65c-97d1-4082-8627-3f25c61eafa9.binning_data.json,9459d65c-97d1-4082-8627-3f25c61eafa9,521.54,com.sec.android.app.shealth
2019-02-14 02:31:35.775,7229.56,9494,0,1515628800000,3.594126,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,15440fbb-629d-4a03-ab54-6462ba98c339.binning_data.json,15440fbb-629d-4a03-ab54-6462ba98c339,409.25998,com.sec.android.app.shealth
2019-02-14 02:31:35.775,10135.55,13180,0,1515715200000,4.428015,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,ce2783ac-2828-4cca-93d7-0ebf43748f1a.binning_data.json,ce2783ac-2828-4cca-93d7-0ebf43748f1a,590.91,com.sec.android.app.shealth
2019-02-14 02:31:35.775,6179.71,8238,0,1515801600000,6.9444447,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,02e07bbf-6126-4d19-9a8f-d0904afff76d.binning_data.json,02e07bbf-6126-4d19-9a8f-d0904afff76d,353.59,com.sec.android.app.shealth
2019-02-14 02:31:35.775,2218.19,2663,0,1515888000000,6.9444447,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,941432c8-4c4b-49d8-a20d-2d0de87874d8.binning_data.json,941432c8-4c4b-49d8-a20d-2d0de87874d8,129.02998,com.sec.android.app.shealth
2019-02-14 02:31:35.775,8664.21,11326,0,1515974400000,3.1111116,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,8225a870-a7b3-4e12-9fbd-b26e4ae2c36e.binning_data.json,8225a870-a7b3-4e12-9fbd-b26e4ae2c36e,476.13,com.sec.android.app.shealth
2019-02-14 02:31:35.775,8548.16,11135,0,1516060800000,3.692651,79R9GKyaj4,com.sec.android.app.shealth,2019-02-14 02:31:35.775,013031a6-4d7b-495b-abd2-5128e5c82a55.binning_data.json,013031a6-4d7b-495b-abd2-5128e5c82a55,478.97,com.sec.android.app.shealth
