com.samsung.shealth.activity_level,6060029,1
activity_level,start_time,pkg_name,update_time,create_time,time_offset,datauuid,deviceuuid
180004,2018-08-20 11:30:49.913,com.sec.android.app.shealth,2018-08-20 11:30:49.913,2018-08-20 11:30:49.925,UTC-0300,be6d67f4-a604-42f3-9aef-f797b17f13f5,79R9GKyaj4
