com.samsung.health.heart_rate,6060029,8
create_time,time_offset,max,heart_beat_count,custom,end_time,heart_rate,deviceuuid,start_time,pkg_name,update_time,min,binning_data,datauuid,comment
2017-12-28 10:15:21.277,UTC-0600,0.0,1,,2017-12-28 10:10:29.300,56.0,3CaTqKloqY,2017-12-28 10:10:29.300,com.sec.android.app.shealth,2017-12-28 10:15:21.277,0.0,,5f2733e7-4ae3-9358-9e4f-e62b1d2dfedc,
2017-12-28 10:36:36.242,UTC-0600,0.0,1,,2017-12-28 10:20:29.300,63.0,3CaTqKloqY,2017-12-28 10:20:29.300,com.sec.android.app.shealth,2017-12-28 10:36:36.242,0.0,,8ceafdec-4f67-75b4-2af6-3febac66298e,
2017-12-28 10:36:36.254,UTC-0600,0.0,1,,2017-12-28 10:30:29.300,54.0,3CaTqKloqY,2017-12-28 10:30:29.300,com.sec.android.app.shealth,2017-12-28 10:36:36.254,0.0,,9e8f65c6-b5c9-ff4e-49ce-895c02d83089,
2017-12-28 10:57:52.264,UTC-0600,0.0,1,,2017-12-28 10:40:29.300,55.0,3CaTqKloqY,2017-12-28 10:40:29.300,com.sec.android.app.shealth,2017-12-28 10:57:52.264,0.0,,bfbb918a-0fb7-2fbb-1ed2-35d63f49f021,
2017-12-28 10:57:52.271,UTC-0600,0.0,1,,2017-12-28 10:50:29.300,53.0,3CaTqKloqY,2017-12-28 10:50:29.300,com.sec.android.app.shealth,2017-12-28 10:57:52.271,0.0,,3afd7af8-a363-63c3-2eed-01a5360a3fc8,
2017-12-28 11:19:09.268,UTC-0600,0.0,1,,2017-12-28 11:00:29.300,55.0,3CaTqKloqY,2017-12-28 11:00:29.300,com.sec.android.app.shealth,2017-12-28 11:19:09.268,0.0,,89cca1c3-d587-1a9d-09f4-6de257fb8522,
2017-12-28 11:19:09.279,UTC-0600,0.0,1,,2017-12-28 11:10:29.300,52.0,3CaTqKloqY,2017-12-28 11:10:29.300,com.sec.android.app.shealth,2017-12-28 11:19:09.279,0.0,,99f8878e-81b2-9816-5c02-1eaa9f223abf,
2017-12-28 11:40:26.278,UTC-0600,0.0,1,,2017-12-28 11:30:57.200,49.0,3CaTqKloqY,2017-12-28 11:30:57.200,com.sec.android.app.shealth,2017-12-28 11:40:26.278,0.0,,6d543bc0-4416-639e-4907-46fb2e21b237,
2017-12-28 12:01:42.295,UTC-0600,0.0,1,,2017-12-28 11:50:29.301,57.0,3CaTqKloqY,2017-12-28 11:50:29.301,com.sec.android.app.shealth,2017-12-28 12:01:42.295,0.0,,8a0a5e7c-a0fd-8d0f-73ce-a0e9af53677b,
2017-12-28 12:15:33.251,UTC-0600,0.0,1,,2017-12-28 12:10:29.380,62.0,3CaTqKloqY,2017-12-28 12:10:29.380,com.sec.android.app.shealth,2017-12-28 12:15:33.251,0.0,,197807bf-0875-819b-db4e-523ddcfea3ce,
